military_id,sightings_id,distance_miles
1.0,409.0,8.124844584632315
1.0,410.0,8.140680584443587
1.0,994.0,8.140680584443587
1.0,1714.0,8.935153616587314
1.0,2650.0,8.140680584443587
1.0,2749.0,8.140680584443587
1.0,7034.0,8.140680584443587
1.0,9428.0,8.140680584443587
1.0,10175.0,8.140680584443587
1.0,11242.0,8.124844584632315
1.0,14671.0,5.028462095034338
1.0,17952.0,8.140680584443587
1.0,18626.0,8.140680584443587
1.0,18716.0,8.935153616587314
1.0,18999.0,8.140680584443587
1.0,21690.0,8.140680584443587
1.0,21907.0,0.9038963795154779
1.0,22253.0,8.140680584443587
2.0,409.0,8.262180872258222
2.0,410.0,9.909657952678407
2.0,994.0,9.909657952678407
2.0,2650.0,9.909657952678407
2.0,2749.0,9.909657952678407
2.0,7034.0,9.909657952678407
2.0,9428.0,9.909657952678407
2.0,10175.0,9.909657952678407
2.0,11242.0,8.262180872258222
2.0,14671.0,5.806996890125312
2.0,17952.0,9.909657952678407
2.0,18626.0,9.909657952678407
2.0,18999.0,9.909657952678407
2.0,21690.0,9.909657952678407
2.0,21907.0,2.5818602028264626
2.0,22253.0,9.909657952678407
3.0,3691.0,8.481139167221249
3.0,14671.0,8.964710513929536
3.0,15528.0,3.8155232509940347
3.0,17361.0,5.2784732135417
4.0,1533.0,8.231621122337526
4.0,2716.0,6.373500048910032
4.0,4269.0,6.373500048910032
4.0,5625.0,8.231621122337526
4.0,7853.0,6.373500048910032
4.0,8163.0,8.231621122337526
4.0,8862.0,6.373500048910032
4.0,8911.0,6.373500048910032
4.0,9930.0,6.373500048910032
4.0,12744.0,6.373500048910032
4.0,15363.0,6.373500048910032
4.0,15461.0,6.373500048910032
4.0,15462.0,6.373500048910032
4.0,16811.0,8.231621122337526
4.0,18762.0,6.373500048910032
4.0,19216.0,8.231621122337526
4.0,20108.0,8.231621122337526
4.0,20112.0,8.231621122337526
4.0,21427.0,6.373500048910032
6.0,626.0,3.8833367514536947
6.0,11303.0,1.121686674181707
6.0,12040.0,3.8833367514536947
6.0,12041.0,3.8833367514536947
6.0,12759.0,3.8833367514536947
6.0,13171.0,1.121686674181707
6.0,14256.0,3.8833367514536947
6.0,15960.0,7.412066919424581
6.0,16788.0,7.412066919424581
6.0,17147.0,1.121686674181707
6.0,17291.0,1.121686674181707
6.0,18884.0,3.8833367514536947
6.0,19760.0,1.121686674181707
6.0,19995.0,1.121686674181707
6.0,21103.0,7.412066919424581
6.0,21643.0,3.8833367514536947
6.0,22471.0,3.8833367514536947
7.0,428.0,7.9247264940953785
7.0,23460.0,7.9247264940953785
8.0,22056.0,8.989244234418907
9.0,1321.0,3.105415270773568
9.0,3560.0,3.105415270773568
9.0,5992.0,3.105415270773568
9.0,6185.0,3.105415270773568
9.0,8170.0,3.105415270773568
9.0,11922.0,3.105415270773568
9.0,16034.0,3.105415270773568
9.0,16742.0,3.105415270773568
9.0,19388.0,3.105415270773568
9.0,22341.0,3.105415270773568
10.0,273.0,4.450897541683577
10.0,294.0,4.450897541683577
10.0,709.0,4.450897541683577
10.0,885.0,3.0144298086144663
10.0,967.0,4.450897541683577
10.0,1033.0,4.450897541683577
10.0,1123.0,4.450897541683577
10.0,1327.0,4.450897541683577
10.0,1518.0,4.450897541683577
10.0,1606.0,4.450897541683577
10.0,1655.0,4.450897541683577
10.0,1998.0,4.450897541683577
10.0,2013.0,4.450897541683577
10.0,2312.0,4.450897541683577
10.0,2836.0,4.450897541683577
10.0,3288.0,4.450897541683577
10.0,3513.0,4.450897541683577
10.0,3668.0,4.450897541683577
10.0,3840.0,3.0144298086144663
10.0,3841.0,4.450897541683577
10.0,4296.0,4.450897541683577
10.0,4606.0,4.450897541683577
10.0,4684.0,4.450897541683577
10.0,4759.0,4.450897541683577
10.0,5465.0,4.450897541683577
10.0,5603.0,4.450897541683577
10.0,5911.0,4.450897541683577
10.0,6079.0,4.450897541683577
10.0,6365.0,4.450897541683577
10.0,6498.0,4.450897541683577
10.0,6694.0,4.450897541683577
10.0,7365.0,4.450897541683577
10.0,7473.0,4.450897541683577
10.0,7764.0,4.450897541683577
10.0,7995.0,4.450897541683577
10.0,7996.0,4.450897541683577
10.0,8052.0,4.450897541683577
10.0,8268.0,4.450897541683577
10.0,8305.0,4.450897541683577
10.0,8544.0,4.450897541683577
10.0,8620.0,4.450897541683577
10.0,8696.0,4.450897541683577
10.0,8725.0,4.450897541683577
10.0,8775.0,4.450897541683577
10.0,8831.0,4.450897541683577
10.0,8845.0,4.450897541683577
10.0,8868.0,4.450897541683577
10.0,9091.0,3.0144298086144663
10.0,9202.0,4.450897541683577
10.0,9209.0,4.450897541683577
10.0,9222.0,4.450897541683577
10.0,9605.0,4.450897541683577
10.0,9695.0,4.450897541683577
10.0,9807.0,4.450897541683577
10.0,10062.0,4.450897541683577
10.0,10159.0,4.450897541683577
10.0,10297.0,4.450897541683577
10.0,10617.0,4.450897541683577
10.0,10798.0,4.450897541683577
10.0,10832.0,4.450897541683577
10.0,11253.0,4.450897541683577
10.0,11418.0,4.450897541683577
10.0,11525.0,4.450897541683577
10.0,11536.0,4.450897541683577
10.0,11579.0,4.450897541683577
10.0,11580.0,4.450897541683577
10.0,11666.0,4.450897541683577
10.0,11712.0,4.450897541683577
10.0,11757.0,4.450897541683577
10.0,11761.0,4.450897541683577
10.0,11799.0,4.450897541683577
10.0,11959.0,4.450897541683577
10.0,12187.0,4.450897541683577
10.0,12305.0,4.450897541683577
10.0,12369.0,4.450897541683577
10.0,12395.0,4.450897541683577
10.0,12402.0,4.450897541683577
10.0,12447.0,4.450897541683577
10.0,12502.0,4.450897541683577
10.0,12557.0,4.450897541683577
10.0,12569.0,3.0144298086144663
10.0,12901.0,4.450897541683577
10.0,13032.0,4.450897541683577
10.0,13102.0,4.450897541683577
10.0,13542.0,4.450897541683577
10.0,13543.0,4.450897541683577
10.0,13603.0,4.450897541683577
10.0,13826.0,4.450897541683577
10.0,13938.0,4.450897541683577
10.0,14069.0,3.0144298086144663
10.0,14194.0,4.450897541683577
10.0,14536.0,4.450897541683577
10.0,14555.0,4.450897541683577
10.0,14567.0,4.450897541683577
10.0,14656.0,4.450897541683577
10.0,14688.0,4.450897541683577
10.0,14730.0,4.450897541683577
10.0,14751.0,4.450897541683577
10.0,15231.0,4.450897541683577
10.0,15319.0,4.450897541683577
10.0,15381.0,4.450897541683577
10.0,15471.0,4.450897541683577
10.0,15549.0,4.450897541683577
10.0,15608.0,4.450897541683577
10.0,16186.0,4.450897541683577
10.0,16464.0,4.450897541683577
10.0,16541.0,4.450897541683577
10.0,16584.0,4.450897541683577
10.0,16720.0,4.450897541683577
10.0,17182.0,4.450897541683577
10.0,17372.0,4.450897541683577
10.0,17484.0,4.450897541683577
10.0,17504.0,3.0144298086144663
10.0,18248.0,4.450897541683577
10.0,19415.0,4.450897541683577
10.0,19434.0,4.450897541683577
10.0,19533.0,4.450897541683577
10.0,19690.0,4.450897541683577
10.0,19710.0,4.450897541683577
10.0,19878.0,4.450897541683577
10.0,20200.0,4.450897541683577
10.0,20399.0,4.450897541683577
10.0,20573.0,4.450897541683577
10.0,20926.0,4.450897541683577
10.0,21271.0,4.450897541683577
10.0,21383.0,4.450897541683577
10.0,21831.0,4.450897541683577
10.0,21832.0,4.450897541683577
10.0,21837.0,4.450897541683577
10.0,21848.0,4.450897541683577
10.0,22123.0,4.450897541683577
10.0,22576.0,4.450897541683577
10.0,22594.0,4.450897541683577
10.0,22596.0,4.450897541683577
10.0,22622.0,4.450897541683577
10.0,22821.0,4.450897541683577
10.0,23174.0,4.450897541683577
10.0,23224.0,4.450897541683577
11.0,273.0,9.726692961757536
11.0,294.0,9.726692961757536
11.0,709.0,9.726692961757536
11.0,885.0,8.029038860634333
11.0,967.0,9.726692961757536
11.0,1033.0,9.726692961757536
11.0,1123.0,9.726692961757536
11.0,1327.0,9.726692961757536
11.0,1518.0,9.726692961757536
11.0,1606.0,9.726692961757536
11.0,1655.0,9.726692961757536
11.0,1998.0,9.726692961757536
11.0,2013.0,9.726692961757536
11.0,2312.0,9.726692961757536
11.0,2836.0,9.726692961757536
11.0,3288.0,9.726692961757536
11.0,3513.0,9.726692961757536
11.0,3668.0,9.726692961757536
11.0,3840.0,8.029038860634333
11.0,3841.0,9.726692961757536
11.0,4296.0,9.726692961757536
11.0,4606.0,9.726692961757536
11.0,4684.0,9.726692961757536
11.0,4759.0,9.726692961757536
11.0,5465.0,9.726692961757536
11.0,5603.0,9.726692961757536
11.0,5911.0,9.726692961757536
11.0,6079.0,9.726692961757536
11.0,6365.0,9.726692961757536
11.0,6498.0,9.726692961757536
11.0,6694.0,9.726692961757536
11.0,7365.0,9.726692961757536
11.0,7473.0,9.726692961757536
11.0,7764.0,9.726692961757536
11.0,7995.0,9.726692961757536
11.0,7996.0,9.726692961757536
11.0,8052.0,9.726692961757536
11.0,8268.0,9.726692961757536
11.0,8305.0,9.726692961757536
11.0,8544.0,9.726692961757536
11.0,8620.0,9.726692961757536
11.0,8696.0,9.726692961757536
11.0,8725.0,9.726692961757536
11.0,8775.0,9.726692961757536
11.0,8831.0,9.726692961757536
11.0,8845.0,9.726692961757536
11.0,8868.0,9.726692961757536
11.0,9091.0,8.029038860634333
11.0,9202.0,9.726692961757536
11.0,9209.0,9.726692961757536
11.0,9222.0,9.726692961757536
11.0,9605.0,9.726692961757536
11.0,9695.0,9.726692961757536
11.0,9807.0,9.726692961757536
11.0,10062.0,9.726692961757536
11.0,10159.0,9.726692961757536
11.0,10297.0,9.726692961757536
11.0,10617.0,9.726692961757536
11.0,10798.0,9.726692961757536
11.0,10832.0,9.726692961757536
11.0,11253.0,9.726692961757536
11.0,11418.0,9.726692961757536
11.0,11525.0,9.726692961757536
11.0,11536.0,9.726692961757536
11.0,11579.0,9.726692961757536
11.0,11580.0,9.726692961757536
11.0,11666.0,9.726692961757536
11.0,11712.0,9.726692961757536
11.0,11757.0,9.726692961757536
11.0,11761.0,9.726692961757536
11.0,11799.0,9.726692961757536
11.0,11959.0,9.726692961757536
11.0,12187.0,9.726692961757536
